,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
1339,53,19/10/2020 0:00, Theedgemalaysia,"Budget 2021: More pump priming, protecting and creating jobs",1,"['creating', 0.296]",[],2020,October,19,0.296,1,0,-0.999860967
1340,54,19/10/2020 0:00, The Malay Mail Online,"Economists say Budget 2021 to focus more on pump priming, protecting and creating jobs",1,"['creating', 0.296]",[],2020,October,19,0.296,1,0,-1
1341,55,19/10/2020 0:00,Bernama,"Budget 2021: More pump priming, protecting and creating jobs",1,"['creating', 0.296]",[],2020,October,19,0.296,1,0,-0.999860967
1342,56,15/10/2020 0:00, Suara Sarawak,Fair distribution according to state contribution,1,[],[],2020,October,15,0.318,1,1,0.999999996
1343,57,14/10/2020 0:00, Sinarharian,Labor market improved in third quarter: BNM,1,[],[],2020,October,14,0.477,1,1,0.999289564
1344,58,14/10/2020 0:00,Bernama,The labor market improved in the third quarter - BNM,1,[],[],2020,October,14,0.477,1,1,0.999962763
1345,59,14/10/2020 0:00, Malaysia Kini Bm,BNM: The labor market improved in the third quarter,1,[],[],2020,October,14,0.477,1,1,0.998810235
1346,60,12/10/2020 0:00,Bernama,A strong foundation helps Malaysia survive the shock of the pandemic - Wahid,1,[],[],2020,October,12,0.511,1,1,1
1347,61,12/10/2020 0:00, Malaysia Kini Bm,A solid foundation to help Malaysia from the shock of Covid-19 - Wahid,1,[],[],2020,October,12,0.178,1,1,1
1348,62,5/10/2020 0:00,Theedgemalaysia,The State of the Nation: Sticky deflationary pattern to stay,1,[],[],2020,October,5,0,2,1,1
1349,63,4/10/2020 0:00, Johorkini,"Johor's financial reserves are strong, should be used to encourage the economy",1,[],[],2020,October,4,0.765,1,1,0.999999959
1350,64,1/10/2020 0:00, The Malaysian Reserve,Rising Covid-19 cases could delay tourism industry's recovery,1,[],"['delay', -0.3182]",2020,October,1,-0.318,0,1,1
1351,65,26/9/2020 0:00, The Vibes,Collective action of international community key to Covid-19 recovery: Muhyiddin,1,[],[],2020,September,26,0,2,1,1
1352,66,24/8/2020 0:00, The Star Malaysia,Exclusive - Consumption blues,1,"['Exclusive', 0.128]",[],2020,August,24,0.128,1,1,0.999987557
1353,67,29/7/2020 0:00, The Star Malaysia,SMEs' contribution to GDP rose to 38.9%,1,[],[],2020,July,29,0,2,1,1
1354,68,23/7/2020 0:00, Bernama,Contribution of employees compensation to GDP up to 35.9 pct in 2019: DoSM,1,[],[],2020,July,23,0,2,1,1
1355,69,23/7/2020 0:00, Money Compass,"Economy recovering, 83.5% of employees have returned to work",1,[],[],2020,July,23,0,2,1,1
1356,70,23/7/2020 0:00, The Star Malaysia,"Zafrul: Economy recovering, 83.5% of employees have returned to work",1,[],[],2020,July,23,0,2,1,1
1357,71,22/7/2020 0:00, Selangor Journal,"Economy recovering, 83.5 pct of employees have returned to work - Finance Minister",1,[],[],2020,July,22,0,2,1,1
1358,72,22/7/2020 0:00, Astro Awani,"Economy recovering, 83.5 per cent of employees have returned to work - Tengku Zafrul",1,[],[],2020,July,22,0,2,1,0.999999999
1359,73,22/7/2020 0:00, The Malaysian Reserve,"Economy recovering, 83.5% of employees have returned to work - Tengku Zafrul",1,[],[],2020,July,22,0,2,1,1
1360,74,22/7/2020 0:00, Malaysia News,Tengku Zafrul says Malaysia's economy on the mend with 83.5pc of employees returning to work,1,[],[],2020,July,22,0,2,1,0.999998086
1361,75,22/7/2020 0:00, Theedgemalaysia,"Economy recovering, 83.5% of employees have returned to work - Tengku Zafrul | The Edge Markets",1,[],[],2020,July,22,0,2,1,1
1362,76,22/7/2020 0:00, The Malay Mail Online,Tengku Zafrul says Malaysia's economy on the mend with 83.5pc of employees returning to work,1,[],[],2020,July,22,0,2,1,0.999998086
1363,77,22/7/2020 0:00, Thesundaily,"Economy recovering, 83.5 % of employees have returned to work - Tengu Zafrul",1,[],[],2020,July,22,0,2,1,1
1364,78,22/7/2020 0:00,Utusan,Malaysia is recognized as an economic support package,1,[],[],2020,July,22,0.402,1,1,1
1365,79,22/7/2020 0:00, Bernama,"Economy recovering, 83.5 pct of employees have returned to work - Tengku Zafrul",1,[],[],2020,July,22,0,2,1,1
1366,80,20/7/2020 0:00, Sinarharian,The country's economy is in recovery momentum,1,[],[],2020,July,20,0,2,1,1
1367,81,19/7/2020 0:00, Malaysia Kini Bm,"Recovery without reforms is futile, said MTE's executive director",1,[],[],2020,July,19,0.341,1,1,0.999985719
1368,82,18/7/2020 0:00, Malaysia Gazette,The wisdom behind the pandemic,1,[],[],2020,July,18,0.527,1,1,0.999999965
1369,83,18/7/2020 0:00, Freemalaysiatoday,The PM urged the people to spend to help recover the country's economy,1,[],[],2020,July,18,0.402,1,1,0.999997412
1370,84,18/7/2020 0:00,Mykmu,Muhyiddin urged the people to spend to help recover the country's economy,1,[],[],2020,July,18,0.402,1,1,0.999993569
1371,85,15/7/2020 0:00, Astro Awani,INSKEN is committed to empowering local entrepreneurs,1,[],[],2020,July,15,0.273,1,1,1
1372,86,13/7/2020 0:00, Bharian,MDEC helps the digital leap of SMEs,1,[],[],2020,July,13,0.382,1,1,1
1373,87,13/7/2020 0:00, Mymetro,The MDEC initiative helps the digital leap of SMEs,1,[],[],2020,July,13,0.382,1,1,1
1374,88,13/7/2020 0:00, Business Today,"Swift digitalisation reforms needed to survive, says MDEC, SHRDC and Plus Solar",1,"['Swift', 0.2023]",[],2020,July,13,0.202,1,0,-0.33561251
1375,89,13/7/2020 0:00, Bernama,MDEC helps SMEs make a digital leap in the new norm - Director,1,[],[],2020,July,13,0.382,1,1,1
1376,90,5/7/2020 0:00, The True Net,Not a Sin for the Chinese to Be Rich,1,"['Rich', 0.5574]","['Sin', -0.5574]",2020,July,5,0.76,1,0,-1
1377,91,5/7/2020 0:00, The Star Malaysia,Not a sin for the Chinese to be rich,1,"['rich', 0.5574]","['sin', -0.5574]",2020,July,5,0.76,1,0,-1
1378,92,26/6/2020 0:00, The Malaysian Reserve,MyExport provides export opportunity during pandemic,1,"['opportunity', 0.4215]",[],2020,June,26,0.421,1,1,1
1379,93,26/6/2020 0:00, The Star Malaysia,Two Malaysians resort to finding work outside their comfort zones due to Covid-19,1,"['comfort', 0.3612]",[],2020,June,26,0.361,1,0,-0.999999994
1380,94,16/6/2020 0:00, The Malaysian Insight,Unpaid care work needs constant attention for the sake of the economy,1,"['care', 0.4939]",[],2020,June,16,0.494,1,0,-1
1381,95,15/6/2020 0:00,Theedgemalaysia,The State of the Nation: Penjana: Restarting the economy and paving the way for reform,1,[],[],2020,June,15,0,2,1,0.999958033
1382,96,12/6/2020 0:00, Bharian,"Permanent business GENERATOR incentives, create jobs",1,[],[],2020,June,12,0.527,1,1,0.999961874
1383,97,11/6/2020 0:00, Landskap Siasah,GENERATORS; ONE STEP TO OVERCOME THE ECONOMIC CRISIS AND UNEMPLOYMENT,1,[],[],2020,June,11,-0.791,0,1,0.964440559
1384,98,10/6/2020 0:00, The True Net,Anwar: MPs Should Have Been Allowed to Debate RM35B Penjana Plan,1,[],[],2020,June,10,0,2,0,-0.99999995
1385,99,10/6/2020 0:00, The Malay Mail Online,Anwar: MPs should have been allowed to debate RM35b Penjana plan for economic regeneration,1,[],[],2020,June,10,0,2,0,-0.999999508
1386,100,10/6/2020 0:00, The Malaysian Insight,Is it enough to advance a film with an Oscar-winning KPI?,1,[],[],2020,June,10,0,2,1,0.996527829
1387,101,10/6/2020 0:00, Newsmalaysiamsn,Anwar: MPs should have been allowed to debate RM35b Penjana plan for economic regeneration,1,[],[],2020,June,10,0,2,0,-0.999999508
1388,102,9/6/2020 0:00, Sinarharian,Assistance under the Prihatin package continues in line with the Generator,1,[],[],2020,June,9,0,2,0,-0.973342265
1389,103,9/6/2020 0:00,Penangkini,#PRIHATIN package assistance continues in line with #PENJANA - Tengku Zafrul,1,[],[],2020,June,9,0,2,1,0.999998621
1390,104,9/6/2020 0:00, Umnoonline,Assistance Under the PRIHATIN Package Will Continue In Line With GENERATORS,1,[],[],2020,June,9,0,2,1,0.999999811
1391,105,9/6/2020 0:00, Bernama,Assistance under the PRIHATIN package will continue in line with GENERATORS - Tengku Zafrul,1,[],[],2020,June,9,0,2,1,0.999999059
1392,106,6/6/2020 0:00, Astro Awani,PENJANA: RM9 billion allocation will help revive country's employment sector,1,"['help', 0.4019, 'revive', 0.34]",[],2020,June,6,0.625,1,1,1
1393,107,6/6/2020 0:00, The Malay Mail Online,Malaysian Employers Federation: RM9b Penjana allocation will help revive employment sector,1,"['help', 0.4019, 'revive', 0.34]",[],2020,June,6,0.625,1,1,1
1394,108,6/6/2020 0:00,Bernama,PENJANA: The RM9 monthly fund is able to breathe new life into the country's employment sector,1,[],[],2020,June,6,0,2,1,1
1395,109,6/6/2020 0:00, Bharian,An inclusive approach to economic generation,1,[],[],2020,June,6,0,2,1,0.999994572
1396,110,6/6/2020 0:00,Bharian,"Toward a comprehensive, consistent economic recovery",1,[],[],2020,June,6,0.25,1,1,1
1397,111,6/6/2020 0:00, Bernama,PENJANA: RM9 bln allocation will help revive country's employment sector,1,"['help', 0.4019, 'revive', 0.34]",[],2020,June,6,0.625,1,1,1
1398,112,5/6/2020 0:00,Bharian,"GENERATOR RM35 billion empowering the people, traders, stimulating the economy",1,[],[],2020,June,5,0.44,1,0,-0.988972067
1399,113,5/6/2020 0:00, Freemalaysiatoday,What are your job prospects after Covid-19,1,"['prospects', 0.296]",[],2020,June,5,0.296,1,1,0.999999998
1400,114,3/6/2020 0:00, The Malay Mail Online,"Covid-19: Comprehensive law for tenants, homeowners and banks needed, say Opposition lawmakers",1,"['Comprehensive', 0.25]",[],2020,June,3,0.25,1,1,0.999999335
1401,115,2/6/2020 0:00, Gemilang Daily,"Changing the government is good, you can restart the economy from scratch - Expert",1,[],[],2020,June,2,0.44,1,0,-0.999999999
1402,116,2/6/2020 0:00, Tranungkite Online,"It's not just the people who don't agree to change the government, economists also agree to remain Ms - People's Mind",1,[],[],2020,June,2,-0.497,0,0,-0.65244331
1403,117,1/6/2020 0:00, Malaysia Kini Bm,Kingdom swaps allow economies to be rebuilt from scratch - economist,1,[],[],2020,June,1,0.226,1,1,1
1404,118,28/5/2020 0:00, Roket Kini,The culture of digitization helps PKS deal with the impact of Covid-19,1,[],[],2020,May,28,0.382,1,1,1
1405,119,17/5/2020 0:00, Suara Sarawak,"Covid–19: The Kingdom Has a Strategy, Prepares to Handle Poverty Situation",1,[],[],2020,May,17,-0.511,0,1,0.996850724
1406,120,17/5/2020 0:00,Bernama,Job Creation Needs To Be A Priority In The Economic Recovery Plan,1,[],[],2020,May,17,0.273,1,0,-0.999947843
1407,121,17/5/2020 0:00,Bernama,Job Creation Needs To Be A Priority In The Economic Recovery Plan,1,[],[],2020,May,17,0.273,1,0,-0.999947843
1408,122,17/5/2020 0:00,Bernama,"Covid–19: The Kingdom Has a Strategy, Prepares to Handle Poverty Situation",1,[],[],2020,May,17,-0.511,0,1,0.996850724
1409,123,13/5/2020 0:00, Bernama,"Department of Statistics Prepares New, Up-to-date More Detailed Statistics",1,[],[],2020,May,13,0,2,1,1
1410,124,17/5/2020 0:00, The Malay Mail Online,Statistics Dept: Work Together To Strengthen Malaysia’s Socio–economic Position,1,"['Strengthen', 0.3182]",[],2020,May,17,0.318,1,1,1
1411,125,13/5/2020 0:00, Bernama,Work Together To Strengthen The Country's Socio–economic Position –– Dosm,1,"['Strengthen', 0.3182]",[],2020,May,13,0.318,1,1,1
1412,126,13/5/2020 0:00, Bernama,Covid–19 Can Be A Blessing In Disguise For Businesses,1,"['Blessing', 0.4939]","['Disguise', -0.25]",2020,May,13,0.296,1,1,0.999999978
1413,127,13/5/2020 0:00, The Malay Mail Online,"Covid–19 Can Be A Blessing In Disguise For Businesses, Says Economist",1,"['Blessing', 0.4939]","['Disguise', -0.25]",2020,May,13,0.296,1,0,-0.998740009
1414,128,13/5/2020 0:00,Bernama,The State's Socio-Economic Position Can Be Accelerated By Three Main Dimensions,1,[],[],2020,May,13,0,2,1,1
1415,129,13/5/2020 0:00, The Rakyat Post,Malaysia’s Gdp Grow By 0.7% In Q1,1,[],[],2020,May,13,0,2,1,1
1416,130,13/5/2020 0:00, Malaysia Kini Bm,GDP growth of 0.7pct for first quarter of 2020 is lowest since 2009,1,"['growth', 0.3818]","['lowest', -0.3818]",2020,May,13,0,2,0,-0.90190246
1417,131,13/5/2020 0:00,Bernama,Work together to strengthen the country's socio-economic position -- DOSM,1,"['strengthen', 0.3182]",[],2020,May,13,0.318,1,1,1
1418,132,13/5/2020 0:00,Bernama,The socio-economic position of the country can be improved by three main dimensions,1,[],[],2020,May,13,0.477,1,1,1
1419,133,11/5/2020 0:00, The Malay Mail Online,Former Hr Minister Urges Pm To Announce Measures To Boost Employment And Save Businesses,1,"['Boost', 0.4019, 'Save', 0.4939]",[],2020,May,11,0.71,1,1,1
1420,134,11/5/2020 0:00, The Malaysian Insight,"Almost A Million Will Lose Their Jobs This Year, Says The Employers' Association",1,[],[],2020,May,11,-0.348,0,1,0.999952578
1421,135,11/5/2020 0:00,Newsmalaysiamsn,Former HR minister urges PM to announce measures to boost employment and save businesses,1,"['boost', 0.4019, 'save', 0.4939]",[],2020,May,11,0.71,1,1,1
1422,136,11/5/2020 0:00, Newsmalaysiamsn,Former Hr Minister Urges Pm To Announce Measures To Boost Employment And Save Businesses,1,"['Boost', 0.4019, 'Save', 0.4939]",[],2020,May,11,0.71,1,1,1
1423,137,8/5/2020 0:00, Newsmalaysiamsn,Survey: Two In Five Firms Say Need At Least Six Months For Recovery Even If Covid–19 Contained,1,[],[],2020,May,8,0,2,1,0.999921081
1424,138,8/5/2020 0:00, Newsmalaysiamsn,Survey: Two in five firms say need at least six months for recovery even if Covid-19 contained,1,[],[],2020,May,8,0,2,1,0.999921081
1425,139,8/5/2020 0:00, The Malay Mail Online,Survey: Two In Five Firms Say Need At Least Six Months For Recovery Even If Covid–19 Contained,1,[],[],2020,May,8,0,2,1,0.999921081
1426,140,6/5/2020 0:00, Focus Malaysia,‘malaysians Love Property But …’,1,"['Love', 0.6369]",[],2020,May,6,0.382,1,1,0.999915615
1427,141,5/5/2020 0:00,Theedgemalaysia,Urbanfutures: Building A Trust Economy | The Edge Markets,1,"['Trust', 0.5106]",[],2020,May,5,0.511,1,1,1
1428,142,1/5/2020 0:00, Malaysia Gazette,Department of Daily Wage Workers Sector Careful Statistics,1,[],[],2020,May,1,0.153,1,1,0.999999984
1429,143,28/4/2020 0:00,Bharian,"Channel More Help To Pks, Self Employed",1,[],[],2020,April,28,0.458,1,0,-0.999999999
1430,144,22/4/2020 0:00, Bernama,Malaysia To Experience Short–term Benefit From China,1,"['Benefit', 0.4588]",[],2020,April,22,0.459,1,1,1
1431,145,22/4/2020 0:00, Bharian,Comprehensive Social Protection to Help the People,1,[],[],2020,April,22,0.572,1,1,1
1432,146,20/4/2020 0:00,Bharian,The Government's Correct Steps to Avoid the Unemployment Crisis,1,[],[],2020,April,20,-0.848,0,0,-0.999965203
1433,147,9/4/2020 0:00, Dailyexpress,Move Will Help Smes To Retain Jobs: Minister,1,"['Help', 0.4019]",[],2020,April,9,0.402,1,1,1
1434,148,7/4/2020 0:00,Sinarharian,Additional SME Care Package can avoid unemployment,1,[],[],2020,April,7,-0.226,0,1,0.90802721
1435,149,7/4/2020 0:00,Sinarharian,Additional Pks Care Package Able to Avoid Unemployment,1,[],[],2020,April,7,-0.226,0,1,1
1436,150,7/4/2020 0:00,Bharian,"Precise, Comprehensive Extra Care Package",1,[],[],2020,April,7,0.637,1,1,1
1437,151,6/4/2020 0:00, Mymetro,"Precise, Comprehensive Extra Care Package: Tok Mat",1,[],[],2020,April,6,0.637,1,1,1
1438,152,6/4/2020 0:00, Sinarharian,Proposed tax incentives to help SMEs,1,[],[],2020,April,6,0.612,1,1,0.999998525
1439,153,6/4/2020 0:00, Sinarharian,Proposed Tax Incentives To Help Pks,1,[],[],2020,April,6,0.612,1,1,0.9999964
1440,154,5/4/2020 0:00, New Strait Times,"Rm250bil Second Stimulus Package Should Help Tech Startups, Says Pikom Think Tank",1,"['Help', 0.4019]",[],2020,April,5,0.402,1,1,0.999995756
1441,155,3/4/2020 0:00, Newsmalaysiamsn,Covid–19 & Mco: Tax Relief Proposals For Smes,1,"['Relief', 0.4767]",[],2020,April,3,0.477,1,1,0.999999999
1442,156,3/4/2020 0:00, Newsmalaysiamsn,Covid-19 & MCO: Tax relief proposals for SMEs,1,"['relief', 0.4767]",[],2020,April,3,0.477,1,1,0.999999999
1443,157,3/4/2020 0:00,Theedgemalaysia,Covid–19 & Mco: Tax Relief Proposals For Smes | The Edge Markets,1,"['Relief', 0.4767]",[],2020,April,3,0.477,1,1,1
1444,158,3/4/2020 0:00, The Malay Mail Online,Covid–19 And Mco: Tax Relief Proposals For Smes — S. Saravana Kumar And Yap Wen Hui,1,"['Relief', 0.4767]",[],2020,April,3,0.477,1,1,1
1445,159,2/4/2020 0:00, Umnoonline,Economic Stimulus Package Concerns the People: The Dilemma of Small and Medium Enterprises,1,[],[],2020,April,2,-0.178,0,1,0.999999753
1446,160,28/3/2020 0:00, Utusan Borneo,Offer more assistance than loans to Small and Medium Enterprises - PSB,1,[],[],2020,March,28,0,2,1,0.99999571
1447,161,2/3/2020 0:00,Theedgemalaysia,The Week Ahead: Focus On Who Will Become The Next Pm And Opr | The Edge Markets,1,[],[],2020,March,2,0,2,1,1
1448,162,18/3/2020 0:00, The Malaysian Reserve,Bsn Provides Smes Matching Grants To Digitalise Operations,1,"['Grants', 0.2263]",[],2020,March,18,0.226,1,1,1
1449,163,12/3/2020 0:00,Thesundaily,'Ample room' to adjust monetary policy: Bank Negara governor,1,[],[],2020,March,12,0,2,1,0.999999997
1450,164,30/1/2020 0:00,Mymetro,Pks Big Contributor of Income,1,[],[],2020,January,30,0,2,1,0.999999999
1451,165,28/1/2020 0:00,Theedgemalaysia,Newsbreak: Seizing Opportunities Beyond The Rm30 E–wallet Credit | The Edge Markets,1,"['Opportunities', 0.3818, 'Credit', 0.3818]",[],2020,January,28,0.637,1,1,1
1452,166,24/1/2020 0:00,Umnoonline,Bnm Interest Rate Drop: What Are The Effects And Effectiveness? – Shahril,1,[],[],2020,January,24,0.226,1,1,0.99822108
1453,167,22/1/2020 0:00,Bernama,"Strong Economic Fundamentals, Institutional Reforms Justify Moody's A3 Rating – Lim",1,[],"['Moody', -0.3612]",2020,January,22,0.511,1,1,0.999999969
1454,168,22/1/2020 0:00, Malaysia Kini Bm,Malaysia Gets High A3 Rating From Moody's Due To Solid Economic Fundamentals,1,"['Solid', 0.1531]","['Moody', -0.3612]",2020,January,22,0.153,1,1,0.999999025
1455,169,20/1/2020 0:00, Theedgemalaysia,The Week Ahead: Spotlight On World Economic Forum And Bank Negara’s First Opr Decision For 2020 | The Edge Markets,1,[],[],2020,January,20,0,2,1,1
1456,170,15/1/2020 0:00, Dialog Rakyat,"Sabah's economic growth used to be the highest, now it is the lowest",1,[],[],2020,January,15,0,2,1,0.999529487
1457,171,15/1/2020 0:00, Malaysia Gazette,"Sabah's economic growth used to be the highest, now it is the lowest",1,[],[],2020,January,15,0,2,1,0.999529487
1458,172,15/1/2020 0:00, Umnoonline,"From Highest, Warisan-ph Make Sabah's Growth Lowest - Najib",1,[],[],2020,January,15,0,2,1,0.99994899
1459,173,15/1/2020 0:00,Mykmu,"#prkkimanis : Instead of being the highest, Warisan-ph makes Sabah's growth the lowest",1,[],[],2020,January,15,0,2,1,0.995048444
1460,174,15/1/2020 0:00, Malaysia Dateline Amanah,Ready Towards a Cashless Society With People's E-cash,1,[],[],2020,January,15,0.361,1,1,1
1461,175,14/1/2020 0:00, New Strait Times,Many Hurdles Amid Great Growth,1,"['Great', 0.6249, 'Growth', 0.3818]",[],2020,January,14,0.772,1,1,1
1462,176,14/1/2020 0:00, Bernama,Ready Towards a Cashless Society With People's E-cash,1,[],[],2020,January,14,0.361,1,1,1
1463,177,14/1/2020 0:00, Theborneopost,‘malaysia’s Real Gdp Growth To Around 4.7 Pct For 2019’,1,"['Growth', 0.3818]",[],2020,January,14,0.382,1,1,0.999999958
1464,178,13/1/2020 0:00, Theedgemalaysia,"The Week Ahead: Eye On 1mdb Audit Case, Middle East Conflict And Signing Of Us–china Phase One Trade Deal | The Edge Markets",1,[],"['Conflict', -0.3182]",2020,January,13,-0.318,0,1,0.99999979
1465,179,13/1/2020 0:00, The Malaysian Reserve,Lim: 2020 A Better Year For Malaysian Economy,1,"['Better', 0.4404]",[],2020,January,13,0.44,1,1,1
1466,180,12/1/2020 0:00, New Strait Times,Malaysia's Economy Likely To Better This Year: Mof,1,"['Better', 0.4404]",[],2020,January,12,0.44,1,1,1
1467,181,11/1/2020 0:00, Malaysians Must Know The Truth,"Malaysia's Economy To Do Better In 2020, Says Guan Eng",1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.72750286
1468,182,11/1/2020 0:00, Astro Awani,Malaysia's Economy Expected to Grow Fast in 2020 - Guan Eng,1,[],[],2020,January,11,0,2,1,1
1469,183,11/1/2020 0:00, Mymetro,Malaysian Economy Expected to Grow - Guan Eng,1,[],[],2020,January,11,0,2,1,0.999999999
1470,184,11/1/2020 0:00, The Malaysian Times,Malaysia’s Economy To Do Better In 2020 – Lim,1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.999999319
1471,185,11/1/2020 0:00, Malaysia Gazette,Mega Project Stimulates Economic Growth This Year,1,[],[],2020,January,11,0.557,1,1,1
1472,186,11/1/2020 0:00, Malaysia Gazette,Malaysian Economy Expected to Grow Fast - Guan Eng,1,[],[],2020,January,11,0,2,1,1
1473,187,11/1/2020 0:00, The Star Malaysia,Lge Upbeat On Economy After Malaysia's Purchasing Managers' Index Rises To 15–month High,1,[],[],2020,January,11,0,2,1,0.999981127
1474,188,11/1/2020 0:00,Thesundaily,Malaysia’s Economy To Do Better In 2020: Lim,1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.999999319
1475,189,11/1/2020 0:00, Theborneopost,Malaysia’s Economy To Do Better In 2020 – Lim,1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.999999319
1476,190,11/1/2020 0:00, Malaysia Kini Bm,Lim: Malaysia's economy is expected to grow rapidly in 2020,1,[],[],2020,January,11,0,2,1,1
1477,191,11/1/2020 0:00,Sinarharian,Malaysia's economy is expected to grow rapidly in 2020: Guan Eng,1,[],[],2020,January,11,0,2,1,1
1478,192,11/1/2020 0:00,Sinarharian,Malaysia's Economy Expected to Grow Fast in 2020: Guan Eng,1,[],[],2020,January,11,0,2,1,1
1479,193,11/1/2020 0:00, Malaysia Kini Bm,"Malaysia's Economy To Do Better In 2020, Says Guan Eng",1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.72750286
1480,194,11/1/2020 0:00, The Malay Mail Online,"Malaysia's Forecast For Robust Growth In 2020 Backed By Data, Says Finance Minister",1,"['Robust', 0.34, 'Growth', 0.3818, 'Backed', 0.0258]",[],2020,January,11,0.625,1,1,0.999963259
1481,195,11/1/2020 0:00,Bernama,Malaysia's Economy Expected to Grow Fast in 2020 - Guan Eng,1,[],[],2020,January,11,0,2,1,1
1482,196,11/1/2020 0:00,Bernama,Malaysia's Economy To Do Better In 2020 – Lim,1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.999999319
1483,197,11/1/2020 0:00, The Malaysian Insight,"Guan Eng Predicts Better Year Ahead With More Projects, Jobs",1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.998193426
1484,198,11/1/2020 0:00,Peraktoday,Malaysia's Economy Expected to Grow Fast in 2020 - Guan Eng,1,[],[],2020,January,11,0,2,1,1
1485,1,30/12/2019 0:00, Bernama,digitization of the country's economy benefits all - lim,2,[],[],2019,December,30,0.382,1,1,1
1486,2,28/12/2019 0:00,Dailyexpress,malaysia on track towards developed nation status: statistics dept,2,[],[],2019,December,28,0,2,1,1
1487,3,28/12/2019 0:00, Dailyexpress,malaysia on track towards developed nation status: dosm,2,[],[],2019,December,28,0,2,1,1
1488,4,27/12/2019 0:00,The Malay Mail Online,Statistics Dept: Malaysia On Track Towards Developed Nation Status,2,[],[],2019,December,27,0,2,1,1
1489,5,27/12/2019 0:00,New Strait Times,service sector to achieve 60pct gdp contribution in 3 years,2,[],[],2019,December,27,0,2,1,1
1490,6,27/12/2019 0:00,The Star Malaysia,malaysia on track towards developed nation status,2,[],[],2019,December,27,0,2,1,1
1491,7,27/12/2019 0:00,Theborneopost,Tech Sector Hits Stride With Ample Support,2,"['Support', 0.4019]",[],2019,December,27,0.402,1,1,1
1492,8,26/12/2019 0:00, New Strait Times,tech sector hits stride with ample support from govt,2,"['support', 0.4019]",[],2019,December,26,0.402,1,1,0.999999475
1493,9,26/12/2019 0:00, New Strait Times,tech sector hits stride with ample support from govt,2,"['support', 0.4019]",[],2019,December,26,0.402,1,1,0.999999475
1494,10,26/12/2019 0:00,Bernama,"tech sector hits stride with ample support from govt, established players",2,"['support', 0.4019]",[],2019,December,26,0.402,1,1,0.999999832
1495,11,26/12/2019 0:00, Theedgemalaysia,"tech sector hits stride with ample support from govt, established players",2,"['support', 0.4019]",[],2019,December,26,0.402,1,1,0.999999832
1496,12,18/12/2019 0:00, Bharian,2019 Is Deemed As The Year Of Pks Empowerment,2,[],[],2019,December,18,0,2,1,1
1497,13,18/12/2019 0:00, Bernama,2019 Is Deemed As The Year Of Pks Empowerment,2,[],[],2019,December,18,0,2,1,1
1498,14,17/12/2019 0:00, Money Compass,Top 100 SMEs Defy Economic Headwinds to Post Triple-Digit Growth,2,"['Top', 0.2023, 'Growth', 0.3818]",[],2019,December,17,0.527,1,1,0.999996625
1499,15,17/12/2019 0:00, Sarawak Voice,state govt embarks on tourism master plan,2,[],[],2019,December,17,0,2,1,0.999999836
1500,16,16/12/2019 0:00, Theborneopost,95 tourism events included in state’s calendar of events 2020,2,[],[],2019,December,16,0,2,1,1
1501,17,14/12/2019 0:00, The Malay Mail Online,"Bursa Seen To Trade In Tight Range, Investors Await Key Data",2,"['Await', 0.1027]",[],2019,December,14,0.103,1,1,1
1502,18,10/12/2019 0:00, Borneo Today,Sarawak Have Its Own Regional Tourism Satellite Account,2,[],[],2019,December,10,0,2,1,1
1503,19,10/12/2019 0:00, Theborneopost,Abdul Karim: State govt considering possibility of making Kuching an umrah hub,2,[],[],2019,December,10,0,2,1,0.999888198
1504,20,10/12/2019 0:00,Bernama,Sarawak has its own regional Tourism Satellite Account,2,[],[],2019,December,10,0,2,1,1
1505,21,10/12/2019 0:00,Bernama,Sarawak have its own regional tourism satellite account,2,[],[],2019,December,10,0,2,1,1
1506,22,6/12/2019 0:00,Focus Malaysia,Propertyguru Anticipates Glimmers Of Opportunity,2,"['Opportunity', 0.4215]",[],2019,December,6,0.421,1,1,1
1507,23,5/12/2019 0:00, Kopiandproperty,VISION 20/20: PROPERTYGURU MARKET OUTLOOK,2,"['VISION', 0.25]",[],2019,December,5,0.408,1,1,1
1508,24,5/12/2019 0:00, Sinarharian,Malaysia's economy is expected to grow next January-March,2,[],[],2019,December,5,0,2,1,1
1509,25,2/12/2019 0:00,The Rakyat Post,study: 4 major things malaysians are worried about in 2019,2,[],"['worried', -0.296]",2019,December,2,-0.296,0,0,-0.999999999
1510,26,16/11/2019 0:00, Bharian,"RCEP the realization of the rise of ASEAN, Asia",2,[],[],2019,November,16,0,2,1,1
1511,27,12/11/2019 0:00, Bernama,"Global players remain drawn to Malaysia's economy, strategic location - IQI chief economist",2,[],[],2019,November,12,0,2,1,1
